id,title,year,language,Nb_authors,title_clean,cluster,theme
184,Khiops: outil d'apprentissage supervisé automatique pour la fouille de grandes bases de données multi-tables,2016,fr,1,khiops outil apprentissage superviser automatique fouille grand base donnée,3,Data mining et gestion de flux de données
185,L'analyse relationnelle de concepts pour la fouille de données temporelles – Application à l'étude de données hydroécologiques,2016,fr,5,analyse relationnel concept fouille donnée temporel application étude donnée hydroécologique,3,Data mining et gestion de flux de données
186,La génération des résumés visuels de flux de données de capteurs météorologiques avec des chorèmes,2016,fr,3,génération résumé visuel flux donnée capteur météorologique chorème,3,Data mining et gestion de flux de données
187,La r-confiance pour l'identification de trajectoires de patients,2016,fr,5,r confiance identification trajectoire patient,4,Apprentissage automatique et réseaux de connaissances
188,La révolution de l'assurance par la donnée : défis scientifiques de l'extraction à la gestion de connaissances,2016,fr,1,révolution assurance donnée défi scientifique extraction gestion connaissance,9,Extraction d’information et analyse documentaire web
190,LibRe: Protocole de gestion de la cohérence dans les systèmes de stockage distribués,2016,fr,4,libre protocole gestion cohérence système stockage distribuer,4,Apprentissage automatique et réseaux de connaissances
191,Manipulation interactive d'ensemble de motifs : application aux parcours hospitaliers,2016,fr,5,manipulation interactif ensemble motif application parcours hospitalier,7,Visualisation et exploration interactive de données
192,Nettoyage de données guidé par la sémantique inter-colonnes,2016,fr,3,nettoyage donnée guider sémantique,3,Data mining et gestion de flux de données
193,Nouveaux algorithmes de fouilles de données relationnelles de clowdflows,2016,fr,2,algorithme fouille donnée relationnel clowdflows,3,Data mining et gestion de flux de données
194,Nouvelle méthode de calcul de la réputation dans les forums de santé,2016,fr,1,nouvelle méthode calcul réputation forum santé,4,Apprentissage automatique et réseaux de connaissances
195,Observations sur les distributions latentes aux matrices laplaciennes de graphes,2016,fr,2,observation distribution latent matrice laplacien graphe,4,Apprentissage automatique et réseaux de connaissances
196,PersoRec : un système personnalisé de recommandations pour les folksonomies basé sur les concepts quadratiques,2016,fr,3,persorec système personnaliser recommandation folksonomie baser concept quadratique,4,Apprentissage automatique et réseaux de connaissances
197,Plongement de métrique pour le calcul de similarité sémantique à l'échelle,2016,fr,3,plongement métrique calcul similarité sémantique échelle,4,Apprentissage automatique et réseaux de connaissances
198,Prédiction de la qualité dans les plateformes collaboratives : une approche générique par les graphes hétérogènes,2016,fr,3,prédiction qualité plateforme collaboratif approche générique graphe hétérogène,4,Apprentissage automatique et réseaux de connaissances
199,Recherche de groupes parallèles en classification non-supervisée,2016,fr,6,recherche groupe parallèle classification,8,Recherche d’information et traitement d’images
200,Régression logistique pour la classification d'images à grande échelle,2016,fr,2,régression logistique classification image grand échelle,8,Recherche d’information et traitement d’images
201,Relaxation des Requêtes Skyline : Une Approche Centrée Utilisateur,2016,fr,3,relaxation requêtes skyline approche centrer utilisateur,4,Apprentissage automatique et réseaux de connaissances
202,Requêtes discriminantes pour l'exploration des données,2016,fr,6,requête discriminer exploration donnée,3,Data mining et gestion de flux de données
203,SAFFIET : un système d'extraction de règles d'associations spatiales et fonctionnelles dans les séries de données géographiques,2016,fr,4,saffiet système extraction règle association spatial fonctionnel série donnée géographique,6,Règles d’association et génération de connaissances
204,SArEM: Un méta-modèle pour la spécification des processus d'extraction d'architectures logicielles,2016,fr,4,sarem spécification processus extraction architecture logicielle,9,Extraction d’information et analyse documentaire web
205,Segmentation comportementale à l'aide des réseaux communautaires,2016,fr,2,segmentation comportemental aide réseau communautaire,2,Aide à la décision et analyse multidimensionnelle
206,Sélection topologique de variables dans un contexte de discrimination,2016,fr,2,sélection topologique variable contexte discrimination,4,Apprentissage automatique et réseaux de connaissances
207,Slider : un Raisonneur Incrémental Évolutif,2016,fr,4,slider raisonneur incrémental évolutif,4,Apprentissage automatique et réseaux de connaissances
208,Structures de haies dans un paysage agricole : une étude par chemin de Hilbert adaptatif et chaînes de Markov,2016,fr,3,structure haie paysage agricole étude chemin hilbert adaptatif chaîne markov,4,Apprentissage automatique et réseaux de connaissances
209,Supervision de comportements remarquables d'objets mobiles à partir du suivi et de l'analyse de leurs trajectoires spatio-temporelles,2016,fr,4,supervision comportement remarquable objet mobile partir suivi analyse trajectoire spatio temporel,5,Analyse de séries temporelles et données spatio-temporelles
213,Transmute : un outil interactif pour assister l'extraction de connaissances à partir de traces,2016,fr,3,transmute outil interactif assister extraction connaissance partir trace,9,Extraction d’information et analyse documentaire web
214,Un cadre collaboratif pour la segmentation et la classification d'images de télédétection,2016,fr,3,cadre collaboratif segmentation classification image télédétection,8,Recherche d’information et traitement d’images
215,Un outil d'exploration pour le Défi EGC 2016,2016,fr,3,outil exploration défi egc,4,Apprentissage automatique et réseaux de connaissances
216,Un protocole d'expérimentation sur les propriétés graphémiques avec l'algorithme SOM,2016,fr,3,protocole expérimentation propriété graphémique algorithme som,4,Apprentissage automatique et réseaux de connaissances
217,Un regard lexico-scientométrique sur le défi EGC 2016,2016,fr,5,regard lexico scientométriqu défi egc,4,Apprentissage automatique et réseaux de connaissances
218,Une approche basée sur des données mixtes – mesures et estimations – pour la détection de défaillances d'un système robotisé,2016,fr,6,approche baser donnée mixte mesure estimation détection défaillance système robotiser,3,Data mining et gestion de flux de données
219,Une approche combinée pour l'enrichissement d'ontologie à partir de textes et de données du LOD,2016,fr,3,approche combiner enrichissement ontologie partir texte donnée lod,0,Ontologies et traitement sémantique du texte
220,Une approche d'évolution du web de données,2016,fr,3,approche évolution web donnée,3,Data mining et gestion de flux de données
221,Une approche de réduction de dimensionnalité pour l'agrégation de préférences qualitatives,2016,fr,4,approche réduction dimensionnalité agrégation préférence qualitatif,4,Apprentissage automatique et réseaux de connaissances
222,Une mesure de similarité entre phrases basée sur des noyaux sémantiques,2016,fr,3,mesure similarité entrer phrase baser noyau sémantique,4,Apprentissage automatique et réseaux de connaissances
223,Une méthode de découverte de motifs contextualisés dans les traces de mobilité d'une personne,2016,fr,5,méthode découverte motif contextualiser trace mobilité,1,Analyse de motifs et séquences dans les données
224,Une méthode supervisée pour initialiser les centres des K-moyennes,2016,fr,3,méthode superviser initialiser centre k moyenne,4,Apprentissage automatique et réseaux de connaissances
225,Vers une approche Visual Analytics pour explorer les variantes de sujets d'un corpus,2016,fr,3,approche visual analytics explorer variante sujet corpus,4,Apprentissage automatique et réseaux de connaissances
226,Visualisation interactive de métadonnées pour aider les utilisateurs d'un logiciel de cartographie statistique à concevoir de meilleures cartes.,2016,fr,1,visualisation interactif métadonnée aider utilisateur logiciel cartographie statistique concevoir meilleur carte,7,Visualisation et exploration interactive de données
