id,title,year,language,Nb_authors,Nb_male,Nb_female,theme,keywords,title_clean
187,La génération des résumés visuels de flux de données de capteurs météorologiques avec des chorèmes,2016,fr,3,3,3,Entrepôts de Données,pas encore,génération résumer visuel flux donnée capteur météorologiquer chorème
188,La r-confiance pour l'identification de trajectoires de patients,2016,fr,5,5,5,Analyse de Graphes,pas encore,r confiance identification trajectoire patient
189,La révolution de l'assurance par la donnée : défis scientifiques de l'extraction à la gestion de connaissances,2016,fr,1,1,1,Ingénierie des Données,pas encore,révolution assurance donnée défi scientifique extraction gestion connaissance
191,LibRe: Protocole de gestion de la cohérence dans les systèmes de stockage distribués,2016,fr,4,4,4,Analyse de Graphes,pas encore,libre protocole gestion cohérence système stockage distribué
192,Manipulation interactive d'ensemble de motifs : application aux parcours hospitaliers,2016,fr,5,5,5,Fouille de Motifs,pas encore,manipulation interactif ensemble motif application parcours hospitalier
193,Nettoyage de données guidé par la sémantique inter-colonnes,2016,fr,3,3,3,Entrepôts de Données,pas encore,nettoyage donnée guider sémantique
194,Nouveaux algorithmes de fouilles de données relationnelles de clowdflows,2016,fr,2,2,2,Entrepôts de Données,pas encore,algorithme fouille donnée relationnel clowdflows
195,Nouvelle méthode de calcul de la réputation dans les forums de santé,2016,fr,1,1,1,Analyse de Graphes,pas encore,nouvelle méthod calcul réputation forum santé
196,Observations sur les distributions latentes aux matrices laplaciennes de graphes,2016,fr,2,2,2,Analyse de Graphes,pas encore,observation distribution latent matrice laplacien graphe
197,PersoRec : un système personnalisé de recommandations pour les folksonomies basé sur les concepts quadratiques,2016,fr,3,3,3,Analyse de Graphes,pas encore,persorec système personnaliser recommandation folksonomie baser concept quadratique
198,Plongement de métrique pour le calcul de similarité sémantique à l'échelle,2016,fr,3,3,3,Analyse de Graphes,pas encore,plongement métrique calcul similarité sémantique échelle
199,Prédiction de la qualité dans les plateformes collaboratives : une approche générique par les graphes hétérogènes,2016,fr,3,3,3,Analyse de Graphes,pas encore,prédiction qualité plateforme collaboratif approche générique graphe hétérogène
200,Recherche de groupes parallèles en classification non-supervisée,2016,fr,6,6,6,Classification & Clustering,pas encore,recherche groupe parallèle classification
201,Régression logistique pour la classification d'images à grande échelle,2016,fr,2,2,2,Classification & Clustering,pas encore,régression logistique classification image grand échelle
202,Relaxation des Requêtes Skyline : Une Approche Centrée Utilisateur,2016,fr,3,3,3,Analyse de Graphes,pas encore,relaxation requêtes skyline approche centrée utilisateur
203,Requêtes discriminantes pour l'exploration des données,2016,fr,6,6,6,Entrepôts de Données,pas encore,requête discriminante exploration donnée
204,SAFFIET : un système d'extraction de règles d'associations spatiales et fonctionnelles dans les séries de données géographiques,2016,fr,4,4,4,Règles d'Association,pas encore,saffiet système extraction règle association spatial fonctionnel série donnée géographique
205,SArEM: Un méta-modèle pour la spécification des processus d'extraction d'architectures logicielles,2016,fr,4,4,4,Ingénierie des Données,pas encore,sarem spécification processus extraction architecture logiciel
206,Segmentation comportementale à l'aide des réseaux communautaires,2016,fr,2,2,2,Analyse de Graphes,pas encore,segmentation comportemental aide réseau communautaire
207,Sélection topologique de variables dans un contexte de discrimination,2016,fr,2,2,2,Analyse de Graphes,pas encore,sélection topologique variable contexte discrimination
208,Slider : un Raisonneur Incrémental Évolutif,2016,fr,4,4,4,Analyse de Graphes,pas encore,slider raisonneur incrémental évolutif
209,Structures de haies dans un paysage agricole : une étude par chemin de Hilbert adaptatif et chaînes de Markov,2016,fr,3,3,3,Analyse de Graphes,pas encore,structures haie paysage agricole étude chemin hilbert adaptatif chaîner markov
210,Supervision de comportements remarquables d'objets mobiles à partir du suivi et de l'analyse de leurs trajectoires spatio-temporelles,2016,fr,4,4,4,Flux & Temporalité,pas encore,supervision comportement remarquable objet mobile partir suivi analyse trajectoire spatio temporel
214,Transmute : un outil interactif pour assister l'extraction de connaissances à partir de traces,2016,fr,3,3,3,Ingénierie des Données,pas encore,transmute outil interactif assister extraction connaissance partir trace
215,Un cadre collaboratif pour la segmentation et la classification d'images de télédétection,2016,fr,3,3,3,Classification & Clustering,pas encore,cadre collaboratif segmentation classification image télédétection
216,Un outil d'exploration pour le Défi EGC 2016,2016,fr,3,3,3,Analyse de Graphes,pas encore,outil exploration défi egc
217,Un protocole d'expérimentation sur les propriétés graphémiques avec l'algorithme SOM,2016,fr,3,3,3,Analyse de Graphes,pas encore,protocole expérimentation propriété graphémique algorithme som
218,Un regard lexico-scientométrique sur le défi EGC 2016,2016,fr,5,5,5,Analyse de Graphes,pas encore,regard lexico scientométriqu défi egc
219,Une approche basée sur des données mixtes – mesures et estimations – pour la détection de défaillances d'un système robotisé,2016,fr,6,6,6,Entrepôts de Données,pas encore,approche baser donnée mixte mesure estimation détection défaillance système robotiser
220,Une approche combinée pour l'enrichissement d'ontologie à partir de textes et de données du LOD,2016,fr,3,3,3,Web Sémantique,pas encore,approche combiner enrichissement ontologie partir texte donnée lod
221,Une approche d'évolution du web de données,2016,fr,3,3,3,Web Mining,pas encore,approche évolution web donnée
222,Une approche de réduction de dimensionnalité pour l'agrégation de préférences qualitatives,2016,fr,4,4,4,Analyse de Graphes,pas encore,approche réduction dimensionnalité agrégation préférence qualitatif
223,Une mesure de similarité entre phrases basée sur des noyaux sémantiques,2016,fr,3,3,3,Analyse de Graphes,pas encore,mesure similarité entrer phrase basée noyau sémantique
224,Une méthode de découverte de motifs contextualisés dans les traces de mobilité d'une personne,2016,fr,5,5,5,Fouille de Motifs,pas encore,méthode découverte motif contextualiser trace mobilité
225,Une méthode supervisée pour initialiser les centres des K-moyennes,2016,fr,3,3,3,Analyse de Graphes,pas encore,méthode superviser initialiser centre k moyenne
226,Vers une approche Visual Analytics pour explorer les variantes de sujets d'un corpus,2016,fr,3,3,3,Analyse de Graphes,pas encore,approche visual analytics explorer variante sujet corpus
227,Visualisation interactive de métadonnées pour aider les utilisateurs d'un logiciel de cartographie statistique à concevoir de meilleures cartes.,2016,fr,1,1,1,Analyse de Graphes,pas encore,visualisation interactif métadonner aider utilisateur logiciel cartographie statistique concevoir meilleur carte
230,Analyse des paramètres de recherche d'information: Etude de l'influence des paramètres sur les résultats,2015,fr,2,2,2,Analyse de Graphes,pas encore,analyse paramètre recherche information etude influence paramètre résultat
231,Analyse et visualisation d'opinions dans un cadre de veille sur leWeb,2015,fr,5,5,5,Analyse de Graphes,pas encore,analyse visualisation opinion cadre veille leweb
232,Analyse OLAP sur des tweets et des blogs : un retour d'expérience,2015,fr,3,3,3,Analyse de Graphes,pas encore,analyse olap tweet blog expérience
233,Analyse visuelle pour la détection des intrusions,2015,fr,2,2,2,Analyse de Graphes,pas encore,analyse visuel détection intrusion
234,Approche d'extraction de classes interlangues à partir de documents multilingues à base de Concepts Fermés,2015,fr,2,2,2,Ingénierie des Données,pas encore,approche extraction classe interlangue partir document multilingue base concepts fermés
235,Approche relationnelle de l'apprentissage de séquences,2015,fr,3,3,3,Flux & Temporalité,pas encore,approche relationnel apprentissage séquence
239,Choix d'une mesure de proximité discriminante dans un contexte topologique,2015,fr,2,2,2,Analyse de Graphes,pas encore,choix mesure proximité discriminant contexte topologique
240,Classification évidentielle avec contraintes d'étiquettes,2015,fr,2,2,2,Classification & Clustering,pas encore,classification évidentiell contrainte étiquette
241,Classification multi-label par raisonnement logique pour l'indexation sémantique de documents,2015,fr,3,3,3,Recherche d'Information,pas encore,classification raisonnement logique indexation sémantique document
242,Clustering topologique pour le flux de données,2015,fr,3,3,3,Entrepôts de Données,pas encore,clustering topologique flux donnée
243,Cohérence des données de bases RDF en évolution constante,2015,fr,3,3,3,Entrepôts de Données,pas encore,cohérence donnée base rdf évolution constant
245,Compromis précision-rappel dans l'évaluation des performances ,2015,fr,2,2,2,Analyse de Graphes,pas encore,compromis précision rappel évaluation performance
246,Contribution au calcul du skyline par réduction de l'espace candidat,2015,fr,2,2,2,Analyse de Graphes,pas encore,contribution calcul skyline réduction espace candidat
247,D113 : une plateforme open-source dédiée à l'analyse des flux et à la détection des intrusions,2015,fr,2,2,2,Analyse de Graphes,pas encore,plateforme open source dédier analyse flux détection intrusion
248,Découverte de proportions analogiques dans les bases de données : une première approche,2015,fr,3,3,3,Entrepôts de Données,pas encore,découverte proportion analogiquer base donnée approche
249,Détection automatique de reformulations - Correspondance de concepts appliquée à la détection du plagiat,2015,fr,2,2,2,Analyse de Graphes,pas encore,détection automatique reformulation correspondance concept appliquer détection plagiat
250,Détection et regroupement automatique de style d'écriture dans un texte,2015,fr,2,2,2,Analyse de Graphes,pas encore,détection regroupement automatique style écriture texte
251,Deux approches pour catégoriser le risque,2015,fr,2,2,2,Analyse de Graphes,pas encore,approche catégoriser risque
252,Échantillonnage de flux de données sémantiques : Une approche orientée graphe,2015,fr,4,4,4,Entrepôts de Données,pas encore,échantillonnage flux donnée sémantique approche orienter graph
253,Etude de La Pertinence lors de La Sélection de Collections dans les Systèmes Distribués,2015,fr,3,3,3,Analyse de Graphes,pas encore,etude pertinence sélection collection système distribués
