id_article,title,year,language,Nb_authors,Nb_male,Nb_female,theme
219,Une approche basée sur des données mixtes – mesures et estimations – pour la détection de défaillances d'un système robotisé,2016,fr,6,5,1,Analyse de motifs et séquences dans les données
220,Une approche combinée pour l'enrichissement d'ontologie à partir de textes et de données du LOD,2016,fr,3,0,3,Ontologies et traitement sémantique du texte
221,Une approche d'évolution du web de données,2016,fr,3,0,3,Extraction d’information et analyse documentaire web
222,Une approche de réduction de dimensionnalité pour l'agrégation de préférences qualitatives,2016,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
223,Une mesure de similarité entre phrases basée sur des noyaux sémantiques,2016,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
224,Une méthode de découverte de motifs contextualisés dans les traces de mobilité d'une personne,2016,fr,5,4,1,Aide à la décision et analyse multidimensionnelle
225,Une méthode supervisée pour initialiser les centres des K-moyennes,2016,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
226,Vers une approche Visual Analytics pour explorer les variantes de sujets d'un corpus,2016,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
227,Visualisation interactive de métadonnées pour aider les utilisateurs d'un logiciel de cartographie statistique à concevoir de meilleures cartes.,2016,fr,1,0,1,Apprentissage automatique et réseaux de connaissances
228,A Clustering Based Approach for Type Discovery in RDF Data Sources,2015,en,2,0,2,Apprentissage automatique et réseaux de connaissances
229,A Framework for Mesh Segmentation and Annotation using Ontologies,2015,en,4,3,1,Data mining et gestion de flux de données
230,Analyse des paramètres de recherche d'information: Etude de l'influence des paramètres sur les résultats,2015,fr,2,0,2,Apprentissage automatique et réseaux de connaissances
231,Analyse et visualisation d'opinions dans un cadre de veille sur leWeb,2015,fr,5,3,2,Apprentissage automatique et réseaux de connaissances
232,Analyse OLAP sur des tweets et des blogs : un retour d'expérience,2015,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
233,Analyse visuelle pour la détection des intrusions,2015,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
234,Approche d'extraction de classes interlangues à partir de documents multilingues à base de Concepts Fermés,2015,fr,2,1,1,Règles d’association et génération de connaissances
235,Approche relationnelle de l'apprentissage de séquences,2015,fr,3,2,1,Analyse de séries temporelles et données spatio-temporelles
236,Big Data and the Dawn of Algorithms in Everything,2015,en,1,1,0,Ontologies et traitement sémantique du texte
237,Big Data is all about data that we don't have,2015,en,1,1,0,Ontologies et traitement sémantique du texte
238,"Challenges and Opportunities in HCI, Visual Analytics and Knowledge Management for the development of Sustainable Cities",2015,en,1,1,0,Aide à la décision et analyse multidimensionnelle
239,Choix d'une mesure de proximité discriminante dans un contexte topologique,2015,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
240,Classification évidentielle avec contraintes d'étiquettes,2015,fr,2,1,1,Recherche d’information et traitement d’images
241,Classification multi-label par raisonnement logique pour l'indexation sémantique de documents,2015,fr,3,2,1,Visualisation et exploration interactive de données
242,Clustering topologique pour le flux de données,2015,fr,3,2,1,Analyse de motifs et séquences dans les données
243,Cohérence des données de bases RDF en évolution constante,2015,fr,3,3,0,Analyse de motifs et séquences dans les données
244,"Comparison of linear modularization criteria using the relational formalism, an approach to easily identify resolution limit",2015,en,3,2,1,Visualisation et exploration interactive de données
245,Compromis précision-rappel dans l'évaluation des performances ,2015,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
246,Contribution au calcul du skyline par réduction de l'espace candidat,2015,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
247,D113 : une plateforme open-source dédiée à l'analyse des flux et à la détection des intrusions,2015,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
248,Découverte de proportions analogiques dans les bases de données : une première approche,2015,fr,3,2,1,Analyse de motifs et séquences dans les données
249,Détection automatique de reformulations - Correspondance de concepts appliquée à la détection du plagiat,2015,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
250,Détection et regroupement automatique de style d'écriture dans un texte,2015,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
251,Deux approches pour catégoriser le risque,2015,fr,2,0,2,Apprentissage automatique et réseaux de connaissances
252,Échantillonnage de flux de données sémantiques : Une approche orientée graphe,2015,fr,4,3,1,Analyse de motifs et séquences dans les données
253,Etude de La Pertinence lors de La Sélection de Collections dans les Systèmes Distribués,2015,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
254,Extraction complète efficace de chemins pondérés dans un a-DAG,2015,fr,5,4,1,Règles d’association et génération de connaissances
255,Extraction de l'intérêt implicite des utilisateurs dans les attributs des items pour améliorer les systèmes de recommandations,2015,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
256,Feedback - Study and Improvement of the Random Forest of the Mahout library in the context of marketing data of Orange,2015,en,4,3,1,Ontologies et traitement sémantique du texte
257,gapIT : Un outil visuel pour l'imputation de valeurs manquantes en hydrologie,2015,fr,6,4,2,Apprentissage automatique et réseaux de connaissances
258,Gestion de l'incertitude dans le cadre d'une extraction des connaissances à partir de texte,2015,fr,2,1,1,Règles d’association et génération de connaissances
259,Heuristiques pour l'adaptation des mappings entre ontologies dynamiques,2015,fr,3,2,1,Ontologies et traitement sémantique du texte
260,Identification d'auteurs par apprentissage automatique,2015,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
261,Identification des utilisateurs atypiques dans les systèmes de recommandation sociale,2015,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
262,L'apport d'une approche symbolique pour le repérage des entités nommées en langue amazighe,2015,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
263,LeveragingWeb 2.0 for Informed Real-Estate Services,2015,en,7,5,2,Data mining et gestion de flux de données
264,Linked Data Annotation and Fusion driven by Data Quality Evaluation,2015,en,3,0,3,Ontologies et traitement sémantique du texte
265,Managing Big Multidimensional Data,2015,en,1,1,0,
266,Mesure d'influence via les indicateurs de centralité dans les réseaux sociaux,2015,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
267,Méthode alternative à la détection de « copier/coller » : intersection de textes et construction de séquences maximales communes ,2015,fr,2,2,0,Analyse de séries temporelles et données spatio-temporelles
268,Mining Classes by Multi-label Classification,2015,en,2,2,0,Ontologies et traitement sémantique du texte
269,"Modèle de Biclustering dans un paradigme ""Mapreduce""",2015,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
270,Nouvelle approche de contextualisation de tweets basée sur les règles d'association inter-termes,2015,fr,4,2,2,Data mining et gestion de flux de données
271,Pour une meilleure exploitation de la classification croisée dans les systèmes de filtrage collaboratif,2015,fr,4,3,1,Recherche d’information et traitement d’images
272,Proposition d'outil de clustering visuel et interactif,2015,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
273,Qualité et complexité en évaluation des mesures d'intérêt,2015,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
274,RankMerging: Apprentissage supervisé de classements pour la prédiction de liens dans les grands réseaux sociaux,2015,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
275,Réduction de la complexité spatiale et temporelle du Compact Prediction Tree pour la prédiction de séquences,2015,fr,2,2,0,Analyse de séries temporelles et données spatio-temporelles
276,Regroupement d'attributs par règles d'association dans les systèmes d'inférence floue,2015,fr,2,2,0,Data mining et gestion de flux de données
277,Régularisation de noyaux temporellement élastiques et analyse en composantes principales non-linéaire pour la fouille de séries temporelles ,2015,fr,1,1,0,Analyse de séries temporelles et données spatio-temporelles
278,Requêtes Skyline en présence des données évidentielles,2015,fr,5,3,2,Analyse de motifs et séquences dans les données
279,To initiate a corporate memory with a knowledge compendium: ten years of learning from experience with the Ardans method,2015,en,2,2,0,Data mining et gestion de flux de données
280,Towards Linked Data Extraction From Tweets,2015,en,4,3,1,Visualisation et exploration interactive de données
281,Ultrametricity of Dissimilarity Spaces and Its Significance for Data Mining,2015,en,3,2,1,Ontologies et traitement sémantique du texte
282,Un algorithme EM pour une version parcimonieuse de l'analyse en composantes principales probabiliste,2015,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
283,Un algorithme ICM basé sur la compacité pour la segmentation des images satellites à très haute résolution,2015,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
284,Un langage d'interrogation à la SPARQL pour les graphes conceptuels,2015,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
285,Une approche centrée graine pour la détection de communautés dans les réseaux multiplexes,2015,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
286,Une approche de visualisation analytique pour comparer les modèles de propagation dans les réseaux sociaux,2015,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
287,Une nouvelle formalisation des changements ontologiques composés et complexes,2015,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
288,Une nouvelle méthode de Web Usage Mining basée sur une analyse sémiotique du comportement de navigation,2015,fr,3,2,1,Extraction d’information et analyse documentaire web
